Население территории;Стоимость дома
35122.389471607785;1007478.7484311544
39737.12260896311;1528756.1261500276
29356.22336792508;1182459.7716636744
35799.96254832016;1474546.7621461137
47457.662214283846;1078016.9396491002
48226.718927780115;1453381.624303107
39527.048560846364;1495012.9648340766
45084.03665959033;714148.4147529015
44162.279205220126;894292.0474101036
31357.388214297654;1159841.8313392492
36033.42685154353;1195986.2988348743
27307.948031413587;1381430.630188794
55799.49748118191;1534889.8534666563
38649.852386212464;1494125.3298718815
39731.150563494666;1356146.2608426227
38820.48194376132;1454943.0736612403
43091.845142505816;774118.1878354995
41003.880081137635;889113.2388612495
48392.49736045838;1211102.210889241
32934.553200974915;658646.1847265189
37082.37421891178;1400104.8707602615
42488.30999955216;1262017.792059947
39063.33871389049;553077.2126120757
46375.50249433843;1203247.8901339215
32078.90680116645;1115323.0148424057
24748.268270891323;1301881.416528581
27714.29365685632;1006687.3871388726
19045.61950521181;749383.0725554076
27789.748516297328;1075596.5865851988
24797.764758517227;739870.7936402658
44723.35372969352;1442945.1449720778
29594.69337497592;828497.0670960692
32629.603834878442;1373290.8607785418
24833.646145090162;925566.331316076
18408.798635339484;1552536.7639745462
43284.39715786267;1335904.5009155408
29390.21727018504;960808.291081754
35148.66775270884;1405933.0186992486
19903.000078828478;619087.6936175337
53811.8949059733;1329273.2276498622
42779.831295917815;1261843.8443217382
46340.18858141246;1175781.4175700566
35630.560451493104;1437053.5572016188
36616.16883437132;1594415.2262912185
37360.06355740455;931357.9954219257
45979.47754493003;798639.6541779223
30487.524623204146;1451739.624652712
43869.30998440175;1278991.6886996122
31294.65246040437;885920.553249364
40290.91149402397;1425632.5419741997
11792.815159070457;901881.7426862385
23684.787951169244;1521730.791403271
41972.77154374417;716771.0057488753
56957.187749933095;1696717.1072993656
39512.66370560078;819598.0078481787
37242.56159333399;1584213.95748502
16906.421720581668;798892.5150396761
39633.47304108839;601973.0017397135
30760.994956471503;1456486.292963147
69575.4494636571;1702406.0389352096
33102.09542220829;1566471.008325363
41105.3906304319;1592210.175923131
51925.411612821525;937628.3466936615
48026.308367530655;1558547.577837524
32158.96790397629;1156329.2740497622
34609.040215179964;1514349.692197701
25134.68148451727;1039107.3263056172
43119.54065626024;809089.6719454966
15660.403008354837;675536.3914885672
16215.417278487696;1373589.8035017387
60195.74626715885;1690091.0186948641
35597.37289302554;1253370.1489213388
24153.882522980137;774073.561854088
45335.36027620083;1741959.834430735
50305.795413186395;1705762.7883189672
33203.383921755085;1071109.9165850952
29499.04095251404;1118047.9912095168
41723.05474122701;1165253.0327180624
35642.530335506715;1280910.189933004
40675.77382612714;841122.8823806869
37642.785273073976;1228810.7450455215
35336.0630541134;1086072.0710614217
34162.67060680326;1204372.295219665
43269.03336682754;1345004.119756513
45152.014268008046;1116902.3448930443
37650.869709323255;822431.7302651771
28394.609780217652;1360623.694456931
54861.091096616976;2298379.48670761
45633.19223997179;1400498.2675747594
20702.802670064808;566848.7320986082
58691.20066480728;1367586.2777380159
26396.291111799717;1113373.5200017327
35131.578145165775;721974.551474637
40367.38387092572;685503.9902718081
16349.365394310094;152071.87474956046
34317.538311429904;1280431.5736478446
23649.9688699109;568703.1838335629
38943.095990938345;1200764.8442004516
41662.00006926444;1607161.6371450324
30101.72457437895;1421715.4153436075
33534.9264026452;311111.2005867723
38448.49148202493;1338044.383312593
44020.14410184685;1417870.982736731
28424.951645910685;796389.4379566306
15753.266638486408;1310207.133039433
24852.565152917232;994897.7277644677
13998.57120519688;1202987.8293471357
40087.795614364884;768751.9005440959
37374.91924462835;1211655.3054900412
23974.435567517416;1540418.2221625454
42182.862110463524;712228.4243027219
33336.32734675036;1525533.406625511
37578.846872002585;1034218.4018590322
39287.52790248172;874103.6606065923
47602.51020509141;1912825.285217769
42248.685855549666;1754770.5902068643
25736.09605455749;1340066.913084396
55830.752835713654;1446756.8627614232
36769.24968163209;1592768.2418269338
14054.05343322935;660364.9813358303
33426.84937548807;861321.5806924718
34321.96015488425;1648246.7742056048
31995.525292187416;977135.8856578041
33196.059836983484;1591934.1903279137
33831.893626055775;695386.3310386214
33547.984821256905;568977.0727690812
23978.09330470165;935590.8042953262
41855.65473511035;984311.774539692
61830.53972217983;1796245.8079055634
18057.17178445354;720080.2320528892
42495.754677324876;783808.4024661684
30386.36631076522;1598615.9744864176
39146.9204990548;1564125.2379417687
35192.84402784524;929480.6298952122
25897.758021483216;1414495.3431338137
29697.64480583127;837668.1026021099
26814.17474758404;1197515.4542248368
51405.352484359035;1232004.8298347492
47688.22659778629;1285933.4084066823
30971.15710633633;1361521.9829376258
35990.10338695565;1090826.3744863127
41620.289298398464;1475319.6991355843
22721.6493988536;1066659.3829883514
21641.972863545914;1117432.9800574498
31739.8891160808;1420283.5588377572
172.61068627290044;840272.8648923194
30904.253034662728;1024907.9401935096
40335.22027625752;1494241.2261904366
43994.24411460791;1125880.4873707385
30762.36020559;1082455.0175112423
40564.644887925286;1554634.9946986004
41104.46662064926;1011365.3649421224
21245.841619210194;1432756.5170942058
31773.337395105867;1612717.5530993359
25981.831003107392;973299.8617887149
21658.409322538064;679228.9927468386
28880.01758597632;1270999.9393805678
36360.16874931794;910211.0189369677
40890.266028668106;1026271.7959428559
39555.07059403552;1496729.5357664232
33771.74049235577;1490539.0581097947
28470.701474178964;1491838.4944434685
18092.130362361288;996771.2481507693
35834.49299575758;1064854.308940125
32339.006277820736;985749.787356535
35174.871339599966;1952622.401731699
40447.01074595825;1754969.16194479
42601.84261512793;1122240.3639845713
32074.57598618572;1236931.7282626638
10424.41624545052;966084.4204303528
39662.74186833058;852268.6716506324
30097.835590492406;1280669.8734660477
50566.644798784226;1190213.5129050135
28742.125952306207;1123851.141411446
32016.234756306465;1689120.4265200938
45504.20368709172;1573347.7884437758
43152.1395773558;1696977.6628325956
32383.555436974315;1414286.724494317
49337.531521526114;755292.1143602777
21397.44860131345;714706.4288537387
9487.921585477769;944001.5583308408
31231.54440251791;1523136.4847209472
23182.604845881942;1422916.8108158372
39683.43799672896;1945618.6581140158
69553.98832715878;1726719.066744131
43204.157615164986;1051123.8330999936
45161.187677411326;2249122.541335193
44115.98341937827;1523915.1446841708
29981.346540818922;1039517.5335082016
19560.012414389155;818057.8953027214
43364.42818970814;1115466.5850714108
29568.95886212549;1258178.804411881
37998.99693118717;1435423.7077532832
34711.782422499266;1153470.4397478565
22367.482065856813;1425603.4949813597
28139.368462193233;1048350.6918200088
24758.489063321493;1214482.378653457
24056.60446550333;821859.065727853
24233.0614582679;753652.2718451797
40043.102161838346;1220001.3342399488
15255.237756307766;1075675.1076300805
24837.590727940733;1396082.3520452469
18867.78161871417;1137801.932711826
43146.98202004501;1159953.5929204985
26481.511765703042;1487849.8761712434
32045.559867731183;1103072.438661612
26202.63146426667;897291.1153231284
20653.898307522188;1214320.5743640615
37268.26996505183;1364363.3753658957
30231.80829484752;1249092.9279203585
52657.03375395036;946479.2348614719
44016.14744109538;1659805.1840413518
39075.95637823895;1285399.5645622916
29802.32138298291;898281.9024826281
27545.529543414574;1483848.1693759758
39754.38814264675;1353488.41646297
31719.742644433856;1268703.8107933956
26013.680482004947;1448573.8446779854
35091.95552978158;1343605.8001820482
32766.60197226402;1511537.7452908773
40643.078327944415;1662038.7593434926
38128.983695678784;1166673.195064525
41780.4736923106;1375633.3727060992
47731.01075600681;839638.4609643505
34487.574762073586;1638265.394523659
40163.970834102634;1385400.4556730608
35589.59472350224;1153233.2406400938
43300.95464130398;1370178.474136888
36851.38401385537;1181877.1832375266
42789.69221657104;894251.0686357756
37865.64854758692;1421135.814954099
38440.73729111237;1028964.4739347702
25904.979911800234;923508.1256504912
32679.187663398912;1599634.4650367943
24721.959042861738;1369186.0702979171
46851.04219008501;1748782.8086400446
25509.069777363937;1150877.735443249
40785.027302642535;1110598.7546988558
38682.56932780522;1159207.0846165894
49864.469771349766;1811377.22137966
25222.462415183298;1267443.3976117743
40512.81684725937;1352547.6933606023
44901.857337630565;599504.0192866956
23999.755217218688;717213.2687989543
36391.92538996875;1008712.5750731864
36377.83735170558;1071596.1123723
36913.35066679649;1397341.8559937114
31054.775323659247;1313304.5877362723
41662.0836336927;2106510.862818944
31756.405635115385;1306458.9058958818
59485.06632251122;1354928.9500961443
39785.62783758484;1582765.592476812
46520.69218525041;847155.0413472857
32026.912253444916;1342245.9687061738
42702.40327879457;1363086.9045325571
54167.341624874;1275318.5622062266
49639.17323695502;1285923.734211907
51453.2651634667;1789607.5261398887
31638.85497453041;1196064.3299441882
51470.06763806436;1917583.9986181413
30091.116844139204;1370274.3873120216
45160.10160734757;1677204.246214425
41796.12563238165;1439714.2805609994
21759.506125993168;1012262.7116594331
51712.14408735437;1511743.1291910275
34141.18824055649;1131154.5183654232
25767.81860041375;764860.4626889983
44682.75733197584;1681316.3622537819
25120.992029428555;291724.24561034393
28666.7711221468;1013252.2090460656
54130.97595304566;1194709.6278581591
38180.822325928806;1463003.0558812625
24723.27864929853;1453327.9163335168
28067.63161229446;1291506.385764535
51154.132583859326;1625508.0131062374
24125.87580967084;566896.2123271407
36655.128939367816;1468513.2443765462
44385.31240784277;1573105.9811449796
49076.757352478075;968360.5234030995
38022.83819890816;1309985.8867940793
35220.38316390235;1361219.30037656
36495.170949408894;1465120.4700062692
46677.274403190466;1571464.9652219615
45889.89048744329;1629098.181719524
36998.47978911207;1182335.6796501088
35039.46938980614;1010813.7090555576
24942.885851374507;924728.537366032
41467.86765822366;1382110.2781823021
27404.500271799974;1366727.6626961108
32875.76904840848;1297849.7636572844
31202.18741809061;1196687.6867665495
32311.853235586746;1281113.31524688
51746.72764067863;1530729.5784536256
29423.82756965005;1208664.8633815448
29860.078313200185;1417275.667232232
42996.606079586425;1195601.9623484935
37223.87616726714;2469065.5941747027
43322.16685439393;1223100.5424955578
43072.19660636025;1220276.5513435022
42744.82854025191;1311765.1414692528
28410.303749959527;1198313.5980997651
32058.356240701425;1187609.1222876178
32157.131687072637;1399662.5844672613
36239.55617141063;1597776.7705061822
42258.537380659465;1355022.282566689
22431.606261764708;1137059.188484319
34573.112177431045;1053815.0969096147
19835.247316915174;1242421.532051086
36129.69101455189;1222041.015832907
42018.93856845016;1025461.1344276337
36009.700337263464;859427.979306825
37741.35882370418;1279803.950080495
23876.132208711293;1671669.451734201
26630.483734268604;1525601.7913737406
31470.617455810265;998773.9972584788
20317.21375110656;1012321.5738436629
45357.004313683436;1252419.1963991649
47812.01848791749;1869313.1069877339
45281.18657143328;1800685.9224889185
47747.36389931532;1393100.4226061562
39456.87209479446;1166558.3735827007
36326.696940543545;988175.0073923124
30108.241327619795;1540480.613353576
33763.08393957269;866142.183934873
29365.607608270835;557362.204267089
28851.6014038608;1033290.9749004892
47445.35916724482;1084945.3996676442
50233.79031002613;1365081.1775398466
34933.196293502835;1239459.8148165469
37854.37345113622;2056692.7682508714
25296.73583301805;1045395.3290485592
47897.15662852255;1679204.7409332138
34312.412509837544;1158742.8299392913
13340.492426200168;1647278.684983665
49974.87944444744;1702090.6352886
28280.99919625144;1379386.3829330024
23733.794237437753;1358526.7412621249
32964.018220168604;991398.8218655173
27373.153283088148;957117.647167354
42758.666449400735;1638969.269045829
18226.17943477757;714142.2406539195
13345.56449095449;760876.0221585269
45887.34561966917;1343537.1784667335
40325.174177809015;1056993.648597157
16654.261309178095;1088222.4209022115
44071.604627945155;1308983.632164077
36678.063618047716;1548322.5007091828
39842.862972052615;1411749.1072165458
34671.59841193215;1601904.3565403363
37764.36223787261;1277297.48311534
28112.169043144546;1061552.021890478
40080.69060062678;1115013.1474517635
34684.09712960607;1020842.5313524116
31352.40922531881;1440961.856944883
33533.91966073297;817377.3110222428
22887.721893838458;1381536.933945742
38259.223799596;1273067.036027562
20795.150058393407;1376714.674198855
37937.194304004064;1293746.8758661628
34063.60356076992;1750908.224237398
35043.81895318761;555811.4067429452
35426.69012793612;1578829.0122140937
27865.33078637777;911202.1683461091
37030.72731046206;1628751.934587902
41837.85872230898;1245400.955310805
24647.90590939345;993725.2171881605
56299.77259934372;1816099.1378394715
33107.34283233716;1570583.3403398057
43636.50449088458;1626321.3209583594
42046.34040026967;1262494.286828816
40656.12969118199;1185226.6173301823
31638.22991327957;1360329.3586097115
54677.97281681705;1350459.1155681738
48036.61012093128;1556987.7244597748
37730.0070850408;886036.129514087
27940.28441692033;1129613.0100203287
19262.614249357543;1070240.01962079
37997.54791508851;1587015.3568694543
25548.51424478187;1146321.5813992529
17862.72750427037;1377447.3485206584
40817.889998612;1113570.8518884848
51145.320618826925;1593836.7851927518
55577.966447515566;1560746.8656891368
41416.97914934972;977980.9211108278
43345.60757753476;1292592.392096719
33263.14434842382;1458912.584498618
29572.389237736952;1037780.4795439029
33379.676399016535;1792254.8180047118
38408.27205612383;882170.3184490805
36950.73905720722;1883481.075479004
38568.079634051086;1268600.3609331837
20097.13850146397;1157189.4377037785
45266.52944082504;1180989.3240263457
39219.52987830679;1813043.926135564
52718.24233822504;866666.0553738795
43771.646357581834;1671350.14009336
23637.256367509122;1137467.5857674787
37511.33915037937;711499.2445801494
52358.79317102249;1940195.3735729896
43558.825304712576;1496466.3571105185
32295.765486559267;1448995.1146448432
29668.87668555983;924271.7911283288
37994.97384891257;1747004.582759027
39347.1356842225;1576286.214214989
37295.99683177493;1712280.705535875
49250.705896431136;1852375.50677484
18257.149251188348;1007596.0425748295
31159.288708293763;1034779.1897331612
28922.95889468064;1006544.5265988766
33083.434710401896;736798.5333089959
22619.114640823187;1109006.2873668086
27809.135076618382;1384140.2270663455
52469.76544544002;2084883.7904024213
32210.428435676713;801194.619821129
58256.114761727855;1412242.7547273785
43272.31005201776;1890789.1767706247
34880.770422808346;1841904.2432740403
26952.556811047365;1467075.1685579268
24734.406519827065;661043.3565144942
28846.95052263519;978035.3447748431
33572.74696759448;1250882.2917570665
43313.16511969776;1409238.797596417
36768.63392707383;1162746.6210813588
23249.82460967532;878862.7456844705
49175.33938221894;1338424.7883671494
45033.38900493772;1094347.9684030702
27024.98662859246;1195897.7405229157
40115.763811365265;1050239.9038404576
36481.32775191065;914231.2923067894
20667.902933502224;864483.7584963772
51614.83013550209;1599478.9856644769
35681.15262127569;1336356.2325639816
29269.137336154537;1808341.4656667341
35193.211499002224;1424283.373183943
40952.01693112017;1471799.6763039234
28300.607604324185;1347622.4830190958
23580.869188916367;1163741.658300815
28884.041636671034;1450624.523999585
25896.99089487541;982298.0365595416
34141.832008966514;868314.4735625429
27247.9525619324;1231511.931157747
16668.26685590166;663128.8400534061
46821.31972313176;1210496.6250449277
25127.548837398397;1409033.070887529
57408.3128937472;1356384.6675167023
28928.918186835934;1125476.2017695494
22987.668239956958;1129975.8171178924
36205.14862834159;1003642.6274172929
37816.33769638553;1306367.8106375176
33433.33877264724;1775874.7601040124
29803.17135175002;1036685.2408148929
49601.23863810687;1869929.20180342
42013.732397456435;1381085.72928298
45519.2562712043;2252243.340472784
13704.3507537682;787039.6446794184
28805.355492035585;957283.65635498
43818.67865641199;1173695.2918510274
43683.302559315285;1713161.6991637428
41870.908385299954;1325503.4540826778
44237.12104176055;1501497.532370449
33847.014508848304;1573580.2338345246
30884.4509927487;693566.7572719983
37047.882555650925;1524586.7872167008
42785.08177572908;1048818.2102501562
38858.8764903344;1310764.1118829441
54228.07490085127;1537329.5695361544
41209.0307794437;1244881.3632416883
30852.207006319586;732733.2362930495
25012.869778260898;1095806.62594953
33421.95540596019;476006.4445144393
40086.08586229728;1599911.3675648347
49668.501070821345;1675825.7208052115
29089.783589920666;1175868.9992109209
31709.34045864084;1135079.3452920208
62963.75539456241;1833208.5791579715
15290.317055903548;1120349.773128633
37491.14691219292;1080735.9840692123
37226.307149890956;1168574.665599605
44674.89102813087;1919693.23049382
48021.89286503418;1466605.7737989684
26264.32179338267;1234037.2359336605
21641.476199740937;1269486.3372270886
31148.103312108622;1176111.78829563
50352.416478533036;1371298.4246050415
34119.16671006995;1246509.1402311178
24117.458380741544;1020268.8545436626
20895.679451650438;1130415.4095168563
32759.44782520167;890559.8610264583
35826.71023469518;1417158.537395579
51385.523240595736;1376492.9247222256
22432.139832000244;1306207.1106829576
25691.684578489432;1275208.5770321414
38952.18916862148;902520.9400336036
17187.118186858283;872312.1737954783
44903.44532265245;994517.045335133
27804.60516318209;1289008.216604162
27770.248909563663;1610006.604587974
42432.70958398605;1843720.6478657
44920.657887688445;1891949.3478333615
34481.673309890844;1451078.0931341348
36631.92685736338;1481940.7615078837
47740.6389910324;1144477.8789563088
46132.75451499205;1279945.5101680192
42176.86419139222;1193021.3116128664
43833.66369345938;1167119.1088366588
25569.368313897183;1225612.762609846
33457.74573294852;1131618.9133648446
41521.384612933834;1697501.6046052328
42322.61326334808;1365496.8850918792
19161.780903867715;622449.6452289193
50521.10423450762;1551094.8149781222
35212.743880369235;1299126.82985549
46058.86913570952;1290324.6486199498
25350.735472748464;1183884.005068762
33768.51285182676;1305934.3248030248
49506.83060858554;1279117.9650857162
37153.85262306977;786559.0248508396
35427.14865129733;1588196.2329024884
30546.448001616136;976649.0166086609
21574.471088358096;1250866.566789625
40582.00027018389;1046627.052185562
28428.301270245265;1115935.2774004806
35005.791550503374;1077813.592994645
31297.527132896117;1047689.2657463626
37619.439928778185;2332110.740124409
31236.582324930547;956435.2633348468
27797.781118818897;1892623.5459042154
32511.846268200865;283208.13218687923
30398.572938985966;1176021.3754618713
33462.67269336682;783818.6820390386
28954.697730377597;1625703.074745697
34795.320083509534;1961846.9052189463
35339.569929766556;1084556.0291804066
41321.111967170975;1428247.074184676
39663.85422628883;1634945.8075096812
48339.94060111551;915992.5577704287
50626.49542613763;1042373.5240960823
31162.063314480016;879618.3222217519
47563.23158124607;1210431.683897847
17045.80773059446;1059262.0393685936
23382.539386498134;972417.8089132756
41273.009070127104;1242979.1541040274
37143.39873012205;1096846.0864932952
37258.199823533934;1392685.2850780766
58460.279857782196;1080464.8516835258
34605.02956666686;821413.1935367524
38004.145210716466;2237778.0257039685
43906.74416520613;1518319.640704069
38102.4655577202;1503552.2062630926
48112.394078406214;1219154.4031595571
34724.16282308268;1276259.0183221009
32617.473472877653;1400496.6554586324
25508.785435444264;1127174.7125458177
41839.48395611105;1251663.8512621766
40719.23735267769;1469354.7823322408
25136.215426495382;946556.2636948556
28131.71901919543;1150658.59516312
27970.521731413475;1325819.9131084685
31085.323040112242;1150093.8888661466
23806.235764871846;1009142.3379740331
43837.42476010867;1705276.1895674847
28999.128248910376;829794.8232933849
47027.06248446658;1046442.6344741365
40211.10646912665;1152269.4307673892
32839.90145557421;1091479.5601322306
25655.867122657026;1039915.3412099369
31094.11082300481;565732.8175402835
39910.339705199294;1739628.3826696554
31032.859074176748;1442128.7319147731
39183.95780070312;1004124.9090759716
25224.64592336701;1143621.3602567858
36689.233997043615;1060241.1998264685
50851.06038166327;1548962.888217382
30212.438840724702;1056984.1817528317
23817.90259534349;1447353.2638071163
38073.51920148282;1251566.478453565
25157.454294383737;751969.2117407164
37457.80723044293;764955.4982070819
51562.594932075;1539958.930981711
27127.627935670807;962747.1638994686
43233.32499786789;1353854.4775205588
42757.444276184935;1850525.5729962275
43943.47926155255;1778411.664830746
22355.221193357807;1369006.1148814352
49839.3217821567;1197975.0854702406
40502.73969779679;1930143.831202199
34104.366011114784;1481946.194076499
31659.700246770786;1347578.5303379195
32699.652578209338;1358646.7462613978
37254.69838893041;931768.0455357102
51384.4332296478;1205962.994953347
36062.78846498253;792146.0760039431
45424.223532643984;1618670.884405709
24080.589352285802;864446.7942204889
24898.73887634752;662630.3439401882
37280.44200823595;1485145.6605448688
51456.29762908463;1047226.966817666
41931.468299081775;1392793.8142437506
48123.70594224396;943575.1306955819
33110.560196876984;1793398.718379665
41349.040412639464;881273.1168015127
39586.43071188064;2138713.943340635
33603.4841557083;1540869.871999482
28904.217891393244;1707650.435673782
41525.37769509764;1025705.1343197428
34262.323838964134;1541186.2541089894
48918.055355945085;1930344.4489087532
42768.91229671312;1481146.950498894
44474.70187858192;1099725.2829094643
28164.221606682764;1190867.4373649121
21934.89863651304;1070318.8148959314
35563.456131521874;1358213.9061280591
45027.11400702167;1198725.4871449017
45991.85697077928;1774715.4835760146
51019.21242368583;1538903.9925451411
54680.644419695294;1462360.60087787
51611.11364293335;953261.9162022916
47717.13619310376;1427108.5011545552
28298.4947621852;769576.8636597353
18656.642432045763;668255.4804327786
25267.10760690842;800809.1316861338
41521.43992590107;1427202.2785615397
31822.066038730733;783566.3279228922
54157.29516358162;949072.2495954648
50245.27162355528;1693591.8353776173
26794.255021646495;1675557.2712307854
43231.61729649536;1943359.7675411068
49272.46100480549;1106261.2737053018
29324.002637264886;978766.9138660992
22651.11135366582;997827.2537752065
45399.559123868334;1062206.3209441437
32921.0100678544;1382172.2937066122
17957.86337361378;1281741.1633804708
41261.188780614466;1592664.7003937657
31487.03671725857;1247557.6951939957
27098.84396311748;779207.5546130885
29935.90416219477;1222760.8580467268
35046.013144752586;1380715.3150239568
31913.696530259884;704884.1543653731
49571.105699818465;1530480.687873164
45325.655862208114;1780415.4382910142
46250.65372291784;1709667.1888454657
37446.16767982284;852565.6268606181
33932.545164823285;1185310.2673441938
43214.76502192722;1795093.0340089437
45202.13987017156;956241.9912803004
56266.97405521184;1224454.5474260356
26567.506078418886;552279.2140466532
34537.00100183464;1186357.179044665
47248.05759380989;1582261.7011689504
29755.50821184667;1478028.1739926587
24293.63307887252;1386306.1033946618
42452.94119211169;1424786.5085126874
40080.43542019661;1206937.31561416
29436.45404897703;1209287.535497026
26626.5341554264;1029869.7636771862
26309.23832269771;300464.0986827323
25177.48795389532;1294278.1178850965
16376.641217897446;1251757.1930129784
39766.419572628736;1128403.366059227
36071.755198502135;1363669.0689153152
30034.339537581836;1177744.9730926359
43703.77758192253;980274.069913861
38990.8071205621;1524115.8909155119
31114.897399929774;1311902.5342296974
27639.058834982323;1119992.6188354518
32346.434992381382;1538922.9034865897
27438.689408373946;843633.1982439461
40412.72218324823;903301.9933367072
41465.115631173714;1161995.7281770946
33732.462868273025;733299.7945489064
46297.58121136087;1837930.8009415872
39156.98102444306;962028.7007646449
45528.53723723701;1477765.1478095248
33201.053712740766;1419345.6073025845
45851.39829559744;539483.3966111792
